56,-430,606,302,-993,462,665,-457,-261,282,247,-82,-238,43,153,
-400,665,-327,-172,500,-179,-285,380,-37,-289,307,-346,581,-317,-468,
-452,314,417,-672,107,529,-576,494,-165,-123,363,-297,-235,416,-97,
-139,262,-96,-155,467,-702,449,317,-742,467,212,-489,85,354,-400,
-107,646,-915,200,744,-492,-152,266,96,-312,13,229,234,-539,560,
-192,350,89,-277,18,369,-488,228,210,-609,926,-384,-390,576,-155,
-427,846,-461,-237,598,-349,-121,253,-243,157,0,-389,606,-340,-300,
-365,744,-435,-226,418,-42,-476,303,283,-232,-111,186,297,-748,451,
365,211,-878,847,162,-787,434,215,-350,-61,241,-52,-35,-263,500,
347,-206,248,-282,35,410,-299,-351,652,-402,-125,452,-612,612,-230,
-139,451,-644,-55,669,-458,-161,239,249,-357,-153,324,84,-690,615,
676,-326,-217,459,-297,-17,25,-98,207,-118,-368,751,-557,-374,844,
-213,616,-754,147,588,-569,-34,479,-287,45,-15,35,374,-651,442,
-270,-284,926,-675,-149,459,-253,-159,149,-65,270,-254,-252,634,-580,
-57,-222,269,22,-436,267,211,-535,591,-423,-220,694,-775,193,538,
241,73,-514,837,-492,-118,347,-431,349,-107,-348,439,-26,-491,602,
49,-213,678,-794,-147,1079,-648,-221,515,43,-282,3,194,233,-597,
84,-133,-275,734,-670,-207,856,-686,88,269,-297,308,-100,-311,365,
578,-744,137,584,-407,-77,115,200,-283,-97,270,140,-518,686,-421,
-43,-312,393,-195,-198,151,35,64,-345,10,754,-1132,297,698,-745,
142,269,-722,640,192,-537,127,201,-65,-319,197,342,-355,-272,890,
-110,471,-593,151,235,-289,183,-52,-79,345,-539,70,730,-1061,533,
-222,-315,597,-188,-181,106,152,102,-395,300,524,-692,46,717,-709,
260,-198,-162,492,-300,-203,501,-750,612,35,-570,489,-41,-481,297,
271,-286,439,-370,-151,496,-241,-314,617,-391,100,239,-567,701,-295,
-203,-123,243,170,-510,200,529,-993,553,213,-495,376,-134,-283,384,
-562,476,4,-319,235,-71,-106,301,-580,413,261,-817,640,47,-473,
-542,71,555,-458,170,-10,81,133,-399,175,555,-778,220,650,-809,
67,120,-660,931,-364,-573,852,-325,-402,421,-110,-19,-84,-151,565,
-262,437,32,-454,-18,532,-446,-268,631,-479,-106,613,-408,-283,317,
18,-485,89,255,-47,-172,-315,376,378,-1054,90,858,-435,-371,365,
