408,1337,973,283,1964,1472,3266,1853,3489,3883,2490,1084,5406,3404,3306,3572,1375,580,3446,1889,2530,2298,1148,939,1511,428,1230,8,1901,821,570,894,696,1432,2724,1244,1609,1739,542,1278,1287,436,1024,421,9,803,2337,22,771,5954,955,7956,4117,5942,1685,6105,1933,4921,1340,4788,1739,2647,796,2113,1494,2529,2702,80,392,1134,277,2146,2371,1933,507,93,477,1721,2603,1712,1104,315.49210058881175,728.2619846198405,946.5704466410009,1180.165908274396,1799.0665482410595,1270.4726072699036,1257.0425083407783,296.69352484764283,519.8230594576463,99.70801260557101,330.30605078317734,155.76267285718086,193.60400702322346,0,0,3
1520,1273,947,817,702,12,154,2046,1762,3561,2521,2035,1486,3154,1301,2247,2505,228,1281,1071,3244,1275,1773,1694,211,34,467,58,562,173,1204,1357,284,1062,1452,1662,1926,1393,385,192,387,1417,407,5,583,248,1425,1013,135,516,3307,5403,130,1266,849,2520,1637,5104,156,4178,430,4036,408,2400,336,2433,370,2749,1570,120,797,695,1696,2744,348,1268,1120,535,610,399,951,293.33131402405905,225.3221709813737,530.4520748467575,815.1964295928273,683.7450845344338,1031.112371305524,767.0827902152896,770.3357264188875,467.15418169626975,375.91378035817655,283.7434855300967,258.43951818695786,235.3093851290995,0,0,3
2229,888,442,1268,2194,2006,2119,929,718,1332,750,146,1355,542,2020,320,1364,1606,1761,1383,1265,1537,236,1729,463,2539,2626,1154,293,611,707,512,1244,386,768,647,790,1759,2599,2452,1620,980,936,913,109,291,373,392,313,2014,2414,2535,1057,5015,6767,158,4184,69,3724,1194,3685,3532,1068,3363,1043,1002,653,2174,501,1580,1779,665,1079,2175,2174,474,561,25,77,1038,1400,72.53659118547999,177.1747712050037,313.6033536154706,120.32993116535593,689.3097911135458,685.8618643991317,1322.4264240452685,544.6153550747769,938.3840212768821,253.6383552890106,437.5558271564255,326.1349722121169,143.51218018202755,0,0,3
1509,2077,1245,208,77,212,301,1912,397,483,3216,2347,1678,4280,35,3130,603,4315,3678,459,1396,1455,2808,646,1421,540,609,326,1130,1077,591,1979,1860,610,481,1245,216,1909,1688,343,532,680,60,534,1030,891,3176,3834,603,2561,3057,7948,2029,4266,1636,4272,3595,1951,3658,343,2671,1482,229,822,2533,2317,644,255,128,753,1433,927,128,130,151,167,1068,762,640,973,474,114.59770785646718,237.31525207964978,97.85015232068,619.1630832133753,296.0643986111806,1485.0447691768704,335.7105525228988,1381.0050595243986,740.6846350135676,824.0474915049632,381.75144192333937,312.4853917257929,201.42951030654774,0,0,3
1502,2227,1265,940,539,1103,3524,1081,2580,4441,227,2454,1321,4134,2128,2014,2617,450,1094,109,1525,1518,390,240,725,870,281,1019,570,109,291,1203,2067,2653,2517,2140,1874,1040,49,1501,1752,465,1193,5771,2277,5861,5193,3998,4993,1357,4840,1184,3282,1399,2754,2926,746,2251,637,803,291,326,760,2576,2564,1658,711,299,114,534,1125,824,450,433,479,402,285,85,313,345,65,142.0032927434288,312.6548844380616,179.14283679731713,486.55385248357544,519.0714943531383,955.9026318554878,1357.2164511343944,967.5642162667948,1301.9422793408828,359.97231667527353,692.7579592445813,91.2282607574914,260.969350880022,0,0,3
2526,326,2920,568,2199,2984,1637,3050,308,622,1103,4032,3986,1190,730,392,36,691,1046,896,961,184,162,587,927,916,872,1014,816,170,1669,1977,958,1428,1937,851,664,1287,601,3789,6333,1900,2761,700,6223,4526,1805,4303,582,4589,1167,3042,2449,904,1810,289,214,1379,2406,804,1180,1042,771,1590,2248,1538,764,410,1115,1343,1206,1640,2596,1759,1251,1154,942,2112,1247,3165,954,29.67580552291679,113.37244852973564,200.35170985102874,298.6996553616779,389.7217412783126,1097.5249086716337,557.3031272953391,1464.9226447114695,128.094891650244,1091.0841229729533,149.99293954088398,466.4472144316373,121.32644371233125,0,0,3
2216,1349,2132,1112,2883,2215,1435,2691,457,3318,2610,850,1099,1825,1040,874,1531,649,385,342,201,1276,1771,1581,1643,1360,1727,2127,948,267,309,658,68,1153,2286,4581,5071,2197,7379,2518,3716,195,5959,3148,3960,2132,2947,1249,3142,2055,1334,451,2256,1161,585,362,613,1734,2871,1018,1266,1249,87,1055,2387,156,1565,333,23,404,1347,2460,1684,1115,570,3339,1257,2260,613,2198,2230,453.480046078073,196.97005637572727,597.6788183018546,537.4564864224648,1262.213445202514,1065.991799904125,1196.2145684989985,506.9674248117549,772.8416060750251,475.54136803128563,170.63879575130102,602.5175477939887,174.43857713456305,0,0,3
1130,693,2501,1179,1625,819,2431,1489,1869,2752,1322,129,582,1359,2571,2264,707,1194,1580,1153,64,923,844,475,315,1445,2181,2510,1018,1001,1402,1495,1429,967,1050,2110,3427,2315,4504,233,5315,1150,4945,4480,164,1298,2027,4314,2014,1574,1801,49,657,430,1454,1211,246,317,618,191,195,273,287,1283,1651,1017,477,35,379,1469,238,1412,3685,472,3140,3288,1455,2376,1651,3739,540,53.149981116066215,389.01741025867904,289.33712817100866,744.9373959222265,735.3842849039861,1079.772916822909,820.8764181750901,932.3908015798528,551.2046274980886,545.8580261281093,376.14694343209777,439.0992144327349,0,2,3
3537,2490,671,1100,962,1824,536,1431,1143,42,564,3029,2642,1007,689,679,47,551,1526,2231,1346,718,944,839,401,1306,186,2112,4570,576,4100,4156,1942,3130,1342,3948,1744,1497,574,2467,3147,288,1897,1167,295,1556,2261,819,940,1262,285,419,565,964,461,1948,1086,810,1420,1014,790,681,598,341,1293,695,970,3218,1751,2178,1295,1768,2875,1367,1144,1824,80,832,135,446,208,316.537376016206,17.045795495414445,295.0480104785627,280.23065786015235,111.72695511827038,929.9404584494755,883.3496820123455,752.1841378925601,582.4899537511693,544.6038618501523,304.1041155588086,432.0709801359126,87.86029882411209,0,0,3
384,966,1387,1793,1744,1472,652,81,4,378,976,1226,558,53,242,109,859,1092,1534,2648,2630,2857,923,2000,424,4926,3625,3889,3810,1508,2598,1041,3315,926,2541,3152,434,607,1898,3696,1416,762,204,1402,19,1896,1406,400,1214,1037,1197,2306,3039,2828,1729,859,1091,167,1367,905,1134,3141,2424,2443,3719,2231,5164,820,3698,2196,1707,1597,2232,3466,435,1394,610,580,395,375,338,206.19138608322453,375.3727977897048,70.49765169379955,423.8948550704685,289.2287081618974,1331.56214941924,727.9328742555626,1260.751710455882,801.105156369703,732.530522390456,328.8697923852102,289.6632437905227,100.24581378743886,0,0,3
